24,031,704803,3326,+38.978176,-077.095791
24,031,704804,1508,+38.983645,-077.093837
24,031,704805,1865,+38.986314,-077.095260
24,031,704806,2780,+38.991252,-077.098108
24,031,705000,4465,+38.993273,-077.088413
24,031,705100,5090,+38.993741,-077.071632
24,031,705200,3270,+38.982782,-077.066060
24,031,705300,1895,+38.969516,-077.079653
24,031,705400,2824,+38.981991,-077.083686
24,031,705501,2493,+38.963839,-077.092280
24,031,705502,3993,+38.969363,-077.098343
24,031,705601,2835,+38.956251,-077.099288
24,031,705602,3925,+38.962004,-077.089904
24,031,705701,4614,+38.965697,-077.114956
24,031,705702,4457,+38.953500,-077.113607
24,031,705800,6003,+38.964875,-077.140494
24,031,705901,4226,+38.993104,-077.138999
24,031,705902,4164,+38.977477,-077.139927
24,031,705903,4547,+38.982973,-077.122586
24,031,706005,4579,+39.019441,-077.187478
24,031,706007,7166,+39.046926,-077.205433
24,031,706008,5330,+38.996407,-077.219803
24,031,706009,5602,+38.996875,-077.191823
24,031,706010,3026,+39.027843,-077.164745
24,031,706011,5290,+39.038734,-077.176108
24,031,706012,3130,+39.027302,-077.151524
24,031,706013,2714,+39.007323,-077.159839
